ruimteverwarming,sanitair warm water,elektriciteit,,,totaal,bron
5.25E-05,3.50E-05,3.00E-05,,,,
5.25E-05,3.50E-05,3.02E-05,,,,
5.25E-05,3.50E-05,3.15E-05,,,,
5.49E-05,2.61E-05,0.000032149,,,,
5.49E-05,2.61E-05,3.18E-05,,,,
5.49E-05,2.61E-05,3.19E-05,,,,
5.49E-05,2.61E-05,3.25E-05,,,,
6.26E-05,2.27E-05,3.32E-05,,,,
6.26E-05,2.27E-05,3.33E-05,,,,
6.26E-05,2.27E-05,3.74E-05,,,,
6.26E-05,2.27E-05,4.15E-05,,,,
6.87E-05,2.82E-05,4.42E-05,,,,
6.87E-05,2.82E-05,4.60E-05,,,,
6.87E-05,2.82E-05,4.71E-05,,,,
6.87E-05,2.82E-05,4.83E-05,,,,
6.95E-05,2.00E-05,0.000049693,,,,
6.95E-05,2.00E-05,5.00E-05,,,,
6.95E-05,2.00E-05,4.91E-05,,,,
6.95E-05,2.00E-05,4.82E-05,,,,
6.85E-05,4.19E-05,4.80E-05,,,,
6.85E-05,4.19E-05,4.68E-05,,,,
6.85E-05,4.19E-05,4.59E-05,,,,
6.85E-05,4.19E-05,4.52E-05,,,,
6.44E-05,2.82E-05,4.39E-05,,,,
6.44E-05,2.82E-05,4.31E-05,,,,
6.44E-05,2.82E-05,4.24E-05,,,,
6.44E-05,2.82E-05,4.18E-05,,,,
5.64E-05,9.68E-06,4.08E-05,,,,
5.64E-05,9.68E-06,3.96E-05,,,,
5.64E-05,9.68E-06,3.89E-05,,,,
5.64E-05,9.68E-06,3.87E-05,,,,
4.09E-05,1.24E-05,3.66E-05,,,,
4.09E-05,1.24E-05,3.49E-05,,,,
4.09E-05,1.24E-05,3.30E-05,,,,
4.09E-05,1.24E-05,3.10E-05,,,,
2.90E-05,6.25E-06,0.000027371,,,,
2.90E-05,6.25E-06,2.53E-05,,,,
2.90E-05,6.25E-06,2.37E-05,,,,
2.90E-05,6.25E-06,2.18E-05,,,,
2.38E-05,2.83E-06,2.08E-05,,,,
2.38E-05,2.83E-06,1.88E-05,,,,
2.38E-05,2.83E-06,1.86E-05,,,,
2.38E-05,2.83E-06,1.77E-05,,,,
2.28E-05,2.14E-06,1.69E-05,,,,
2.28E-05,2.14E-06,1.70E-05,,,,
2.28E-05,2.14E-06,1.68E-05,,,,
2.28E-05,2.14E-06,1.72E-05,,,,
2.30E-05,2.14E-06,1.68E-05,,,,
2.30E-05,2.14E-06,1.66E-05,,,,
2.30E-05,2.14E-06,1.65E-05,,,,
2.30E-05,2.14E-06,1.62E-05,,,,
2.43E-05,2.83E-06,1.57E-05,,,,
2.43E-05,2.83E-06,1.53E-05,,,,
2.43E-05,2.83E-06,1.48E-05,,,,
2.43E-05,2.83E-06,1.46E-05,,,,
2.87E-05,4.88E-06,1.50E-05,,,,
2.87E-05,4.88E-06,1.52E-05,,,,
2.87E-05,4.88E-06,1.57E-05,,,,
2.87E-05,4.88E-06,1.57E-05,,,,
4.13E-05,6.94E-06,1.58E-05,,,,
4.13E-05,6.94E-06,1.59E-05,,,,
4.13E-05,6.94E-06,1.68E-05,,,,
4.13E-05,6.94E-06,1.76E-05,,,,
7.12E-05,1.24E-05,1.99E-05,,,,
7.12E-05,1.24E-05,0.000021548,,,,
7.12E-05,1.24E-05,2.38E-05,,,,
7.12E-05,1.24E-05,2.61E-05,,,,
7.94E-05,6.38E-05,2.76E-05,,,,
7.94E-05,6.38E-05,3.01E-05,,,,
7.94E-05,6.38E-05,3.24E-05,,,,
7.94E-05,6.38E-05,3.30E-05,,,,
7.30E-05,0.000107623,3.45E-05,,,,
7.30E-05,0.000107623,0.000034642,,,,
7.30E-05,0.000107623,3.43E-05,,,,
7.30E-05,0.000107623,3.35E-05,,,,
6.62E-05,5.56E-05,3.38E-05,,,,
6.62E-05,5.56E-05,3.39E-05,,,,
6.62E-05,5.56E-05,3.33E-05,,,,
6.62E-05,5.56E-05,3.23E-05,,,,
6.11E-05,5.15E-05,3.25E-05,,,,
6.11E-05,5.15E-05,3.25E-05,,,,
6.11E-05,5.15E-05,3.24E-05,,,,
6.11E-05,5.15E-05,3.20E-05,,,,
5.76E-05,4.80E-05,3.30E-05,,,,
5.76E-05,4.80E-05,3.42E-05,,,,
5.76E-05,4.80E-05,0.00003518,,,,
5.76E-05,4.80E-05,3.47E-05,,,,
5.53E-05,4.53E-05,3.39E-05,,,,
5.53E-05,4.53E-05,3.28E-05,,,,
5.53E-05,4.53E-05,3.20E-05,,,,
5.53E-05,4.53E-05,3.11E-05,,,,
5.36E-05,4.87E-05,2.98E-05,,,,
5.36E-05,4.87E-05,2.95E-05,,,,
5.36E-05,4.87E-05,2.94E-05,,,,
5.36E-05,4.87E-05,2.95E-05,,,,
5.31E-05,3.50E-05,2.91E-05,,,,
5.31E-05,3.50E-05,2.86E-05,,,,
5.31E-05,3.50E-05,2.88E-05,,,,
5.31E-05,3.50E-05,2.99E-05,,,,
5.55E-05,2.61E-05,3.06E-05,,,,
5.55E-05,2.61E-05,3.03E-05,,,,
5.55E-05,2.61E-05,3.05E-05,,,,
5.55E-05,2.61E-05,3.12E-05,,,,
6.33E-05,2.27E-05,3.21E-05,,,,
6.33E-05,2.27E-05,0.000032364,,,,
6.33E-05,2.27E-05,3.65E-05,,,,
6.33E-05,2.27E-05,4.08E-05,,,,
6.94E-05,2.82E-05,4.35E-05,,,,
6.94E-05,2.82E-05,4.53E-05,,,,
6.94E-05,2.82E-05,0.000046594,,,,
6.94E-05,2.82E-05,4.78E-05,,,,
7.01E-05,2.00E-05,4.91E-05,,,,
7.01E-05,2.00E-05,4.94E-05,,,,
7.01E-05,2.00E-05,4.85E-05,,,,
7.01E-05,2.00E-05,4.76E-05,,,,
6.91E-05,4.19E-05,4.73E-05,,,,
6.91E-05,4.19E-05,0.000046182,,,,
6.91E-05,4.19E-05,4.54E-05,,,,
6.91E-05,4.19E-05,4.47E-05,,,,
6.49E-05,2.82E-05,4.33E-05,,,,
6.49E-05,2.82E-05,4.27E-05,,,,
6.49E-05,2.82E-05,4.20E-05,,,,
6.49E-05,2.82E-05,4.12E-05,,,,
5.68E-05,9.68E-06,4.01E-05,,,,
5.68E-05,9.68E-06,3.89E-05,,,,
5.68E-05,9.68E-06,3.81E-05,,,,
5.68E-05,9.68E-06,3.81E-05,,,,
4.13E-05,1.24E-05,3.61E-05,,,,
4.13E-05,1.24E-05,0.000034578,,,,
4.13E-05,1.24E-05,3.28E-05,,,,
4.13E-05,1.24E-05,3.09E-05,,,,
2.92E-05,6.25E-06,2.74E-05,,,,
2.92E-05,6.25E-06,2.52E-05,,,,
2.92E-05,6.25E-06,2.38E-05,,,,
2.92E-05,6.25E-06,2.19E-05,,,,
2.40E-05,2.83E-06,2.08E-05,,,,
2.40E-05,2.83E-06,1.88E-05,,,,
2.40E-05,2.83E-06,1.85E-05,,,,
2.40E-05,2.83E-06,1.77E-05,,,,
2.30E-05,2.14E-06,1.69E-05,,,,
2.30E-05,2.14E-06,0.000017007,,,,
2.30E-05,2.14E-06,1.69E-05,,,,
2.30E-05,2.14E-06,1.72E-05,,,,
2.33E-05,2.14E-06,1.68E-05,,,,
2.33E-05,2.14E-06,1.67E-05,,,,
2.33E-05,2.14E-06,1.65E-05,,,,
2.33E-05,2.14E-06,0.000016165,,,,
2.46E-05,2.83E-06,1.57E-05,,,,
2.46E-05,2.83E-06,0.000015334,,,,
2.46E-05,2.83E-06,1.48E-05,,,,
2.46E-05,2.83E-06,1.46E-05,,,,
2.90E-05,4.88E-06,1.50E-05,,,,
2.90E-05,4.88E-06,1.53E-05,,,,
2.90E-05,4.88E-06,1.58E-05,,,,
2.90E-05,4.88E-06,1.57E-05,,,,
4.17E-05,6.94E-06,1.58E-05,,,,
4.17E-05,6.94E-06,1.59E-05,,,,
4.17E-05,6.94E-06,1.68E-05,,,,
4.17E-05,6.94E-06,1.74E-05,,,,
7.18E-05,1.24E-05,1.97E-05,,,,
7.18E-05,1.24E-05,2.14E-05,,,,
7.18E-05,1.24E-05,2.36E-05,,,,
7.18E-05,1.24E-05,2.59E-05,,,,
8.01E-05,6.38E-05,2.74E-05,,,,
8.01E-05,6.38E-05,2.99E-05,,,,
8.01E-05,6.38E-05,3.25E-05,,,,
8.01E-05,6.38E-05,3.32E-05,,,,
7.45E-05,0.000107623,3.48E-05,,,,
7.45E-05,0.000107623,3.50E-05,,,,
7.45E-05,0.000107623,3.49E-05,,,,
7.45E-05,0.000107623,3.41E-05,,,,
6.78E-05,5.56E-05,3.45E-05,,,,
6.78E-05,5.56E-05,3.47E-05,,,,
6.78E-05,5.56E-05,3.43E-05,,,,
6.78E-05,5.56E-05,3.33E-05,,,,
6.19E-05,5.15E-05,3.35E-05,,,,
6.19E-05,5.15E-05,3.32E-05,,,,
6.19E-05,5.15E-05,3.31E-05,,,,
6.19E-05,5.15E-05,3.27E-05,,,,
5.84E-05,4.80E-05,3.35E-05,,,,
5.84E-05,4.80E-05,3.47E-05,,,,
5.84E-05,4.80E-05,3.56E-05,,,,
5.84E-05,4.80E-05,3.53E-05,,,,
5.60E-05,4.53E-05,3.46E-05,,,,
5.60E-05,4.53E-05,3.36E-05,,,,
5.60E-05,4.53E-05,3.26E-05,,,,
5.60E-05,4.53E-05,3.17E-05,,,,
5.46E-05,4.87E-05,3.06E-05,,,,
5.46E-05,4.87E-05,3.04E-05,,,,
5.46E-05,4.87E-05,3.05E-05,,,,
5.46E-05,4.87E-05,3.04E-05,,,,
5.38E-05,3.50E-05,3.01E-05,,,,
5.38E-05,3.50E-05,2.96E-05,,,,
5.38E-05,3.50E-05,2.99E-05,,,,
5.38E-05,3.50E-05,3.10E-05,,,,
5.68E-05,2.61E-05,3.16E-05,,,,
5.68E-05,2.61E-05,3.13E-05,,,,
5.68E-05,2.61E-05,3.15E-05,,,,
5.68E-05,2.61E-05,3.23E-05,,,,
6.45E-05,2.27E-05,3.30E-05,,,,
6.45E-05,2.27E-05,3.31E-05,,,,
6.45E-05,2.27E-05,3.77E-05,,,,
6.45E-05,2.27E-05,4.10E-05,,,,
6.93E-05,2.82E-05,4.35E-05,,,,
6.93E-05,2.82E-05,4.51E-05,,,,
6.93E-05,2.82E-05,4.59E-05,,,,
6.93E-05,2.82E-05,4.71E-05,,,,
6.95E-05,2.00E-05,4.84E-05,,,,
6.95E-05,2.00E-05,4.86E-05,,,,
6.95E-05,2.00E-05,4.76E-05,,,,
6.95E-05,2.00E-05,4.64E-05,,,,
6.68E-05,4.19E-05,4.61E-05,,,,
6.68E-05,4.19E-05,4.50E-05,,,,
6.68E-05,4.19E-05,4.41E-05,,,,
6.68E-05,4.19E-05,4.33E-05,,,,
6.27E-05,2.82E-05,4.19E-05,,,,
6.27E-05,2.82E-05,4.13E-05,,,,
6.27E-05,2.82E-05,4.07E-05,,,,
6.27E-05,2.82E-05,3.99E-05,,,,
5.62E-05,9.68E-06,0.000038811,,,,
5.62E-05,9.68E-06,3.76E-05,,,,
5.62E-05,9.68E-06,3.70E-05,,,,
5.62E-05,9.68E-06,3.72E-05,,,,
4.25E-05,1.24E-05,3.52E-05,,,,
4.25E-05,1.24E-05,3.40E-05,,,,
4.25E-05,1.24E-05,3.24E-05,,,,
4.25E-05,1.24E-05,3.08E-05,,,,
3.05E-05,6.25E-06,2.76E-05,,,,
3.05E-05,6.25E-06,2.58E-05,,,,
3.05E-05,6.25E-06,0.000024578,,,,
3.05E-05,6.25E-06,0.000022893,,,,
2.51E-05,2.83E-06,2.27E-05,,,,
2.51E-05,2.83E-06,2.07E-05,,,,
2.51E-05,2.83E-06,2.06E-05,,,,
2.51E-05,2.83E-06,1.96E-05,,,,
2.37E-05,2.14E-06,1.89E-05,,,,
2.37E-05,2.14E-06,1.87E-05,,,,
2.37E-05,2.14E-06,1.84E-05,,,,
2.37E-05,2.14E-06,1.86E-05,,,,
2.35E-05,2.14E-06,1.80E-05,,,,
2.35E-05,2.14E-06,1.77E-05,,,,
2.35E-05,2.14E-06,1.75E-05,,,,
2.35E-05,2.14E-06,1.71E-05,,,,
2.44E-05,2.83E-06,0.000016552,,,,
2.44E-05,2.83E-06,1.60E-05,,,,
2.44E-05,2.83E-06,1.53E-05,,,,
2.44E-05,2.83E-06,1.50E-05,,,,
2.73E-05,4.88E-06,1.53E-05,,,,
2.73E-05,4.88E-06,0.000015365,,,,
2.73E-05,4.88E-06,1.56E-05,,,,
2.73E-05,4.88E-06,1.55E-05,,,,
3.28E-05,6.94E-06,1.53E-05,,,,
3.28E-05,6.94E-06,1.49E-05,,,,
3.28E-05,6.94E-06,1.53E-05,,,,
3.28E-05,6.94E-06,1.54E-05,,,,
5.39E-05,1.24E-05,1.64E-05,,,,
5.39E-05,1.24E-05,0.000016909,,,,
5.39E-05,1.24E-05,1.74E-05,,,,
5.39E-05,1.24E-05,0.000018189,,,,
7.60E-05,6.38E-05,1.90E-05,,,,
7.60E-05,6.38E-05,2.10E-05,,,,
7.60E-05,6.38E-05,2.42E-05,,,,
7.60E-05,6.38E-05,2.66E-05,,,,
8.65E-05,0.000107623,3.10E-05,,,,
8.65E-05,0.000107623,3.37E-05,,,,
8.65E-05,0.000107623,3.58E-05,,,,
8.65E-05,0.000107623,3.68E-05,,,,
8.13E-05,5.56E-05,3.87E-05,,,,
8.13E-05,5.56E-05,4.02E-05,,,,
8.13E-05,5.56E-05,0.000040725,,,,
8.13E-05,5.56E-05,4.05E-05,,,,
7.34E-05,5.15E-05,4.12E-05,,,,
7.34E-05,5.15E-05,4.15E-05,,,,
7.34E-05,5.15E-05,4.16E-05,,,,
7.34E-05,5.15E-05,4.13E-05,,,,
6.69E-05,4.80E-05,4.23E-05,,,,
6.69E-05,4.80E-05,4.37E-05,,,,
6.69E-05,4.80E-05,4.49E-05,,,,
6.69E-05,4.80E-05,4.50E-05,,,,
6.23E-05,4.53E-05,4.49E-05,,,,
6.23E-05,4.53E-05,4.43E-05,,,,
6.23E-05,4.53E-05,4.36E-05,,,,
6.23E-05,4.53E-05,4.28E-05,,,,
6.02E-05,4.87E-05,4.16E-05,,,,
6.02E-05,4.87E-05,4.12E-05,,,,
6.02E-05,4.87E-05,4.07E-05,,,,
6.02E-05,4.87E-05,4.07E-05,,,,
5.92E-05,3.50E-05,3.99E-05,,,,
5.92E-05,3.50E-05,3.89E-05,,,,
5.92E-05,3.50E-05,3.87E-05,,,,
5.92E-05,3.50E-05,3.98E-05,,,,
5.97E-05,2.61E-05,4.01E-05,,,,
5.97E-05,2.61E-05,3.93E-05,,,,
5.97E-05,2.61E-05,3.91E-05,,,,
5.97E-05,2.61E-05,3.93E-05,,,,
6.34E-05,2.27E-05,3.94E-05,,,,
6.34E-05,2.27E-05,3.86E-05,,,,
6.34E-05,2.27E-05,4.26E-05,,,,
6.34E-05,2.27E-05,4.49E-05,,,,
6.62E-05,2.82E-05,4.69E-05,,,,
6.62E-05,2.82E-05,4.83E-05,,,,
6.62E-05,2.82E-05,4.91E-05,,,,
6.62E-05,2.82E-05,0.000050344,,,,
6.58E-05,2.00E-05,5.15E-05,,,,
6.58E-05,2.00E-05,5.13E-05,,,,
6.58E-05,2.00E-05,4.99E-05,,,,
6.58E-05,2.00E-05,4.88E-05,,,,
6.36E-05,4.19E-05,4.81E-05,,,,
6.36E-05,4.19E-05,4.65E-05,,,,
6.36E-05,4.19E-05,4.56E-05,,,,
6.36E-05,4.19E-05,4.46E-05,,,,
6.03E-05,2.82E-05,4.34E-05,,,,
6.03E-05,2.82E-05,4.30E-05,,,,
6.03E-05,2.82E-05,4.23E-05,,,,
6.03E-05,2.82E-05,4.10E-05,,,,
5.48E-05,9.68E-06,3.94E-05,,,,
5.48E-05,9.68E-06,3.80E-05,,,,
5.48E-05,9.68E-06,3.73E-05,,,,
5.48E-05,9.68E-06,3.73E-05,,,,
4.37E-05,1.24E-05,3.47E-05,,,,
4.37E-05,1.24E-05,3.29E-05,,,,
4.37E-05,1.24E-05,3.13E-05,,,,
4.37E-05,1.24E-05,2.99E-05,,,,
3.26E-05,6.25E-06,2.68E-05,,,,
3.26E-05,6.25E-06,2.52E-05,,,,
3.26E-05,6.25E-06,2.47E-05,,,,
3.26E-05,6.25E-06,2.33E-05,,,,
2.67E-05,2.83E-06,2.29E-05,,,,
2.67E-05,2.83E-06,0.00002084,,,,
2.67E-05,2.83E-06,2.07E-05,,,,
2.67E-05,2.83E-06,1.99E-05,,,,
2.50E-05,2.14E-06,1.91E-05,,,,
2.50E-05,2.14E-06,1.90E-05,,,,
2.50E-05,2.14E-06,1.87E-05,,,,
2.50E-05,2.14E-06,0.000018853,,,,
2.43E-05,2.14E-06,1.83E-05,,,,
2.43E-05,2.14E-06,1.80E-05,,,,
2.43E-05,2.14E-06,1.78E-05,,,,
2.43E-05,2.14E-06,1.72E-05,,,,
2.52E-05,2.83E-06,1.67E-05,,,,
2.52E-05,2.83E-06,1.62E-05,,,,
2.52E-05,2.83E-06,1.55E-05,,,,
2.52E-05,2.83E-06,1.52E-05,,,,
2.76E-05,4.88E-06,1.53E-05,,,,
2.76E-05,4.88E-06,1.54E-05,,,,
2.76E-05,4.88E-06,1.57E-05,,,,
2.76E-05,4.88E-06,1.54E-05,,,,
3.30E-05,6.94E-06,1.51E-05,,,,
3.30E-05,6.94E-06,1.47E-05,,,,
3.30E-05,6.94E-06,0.000014911,,,,
3.30E-05,6.94E-06,1.49E-05,,,,
5.19E-05,1.24E-05,1.58E-05,,,,
5.19E-05,1.24E-05,1.62E-05,,,,
5.19E-05,1.24E-05,1.64E-05,,,,
5.19E-05,1.24E-05,1.69E-05,,,,
7.07E-05,6.38E-05,1.73E-05,,,,
7.07E-05,6.38E-05,1.90E-05,,,,
7.07E-05,6.38E-05,2.20E-05,,,,
7.07E-05,6.38E-05,2.44E-05,,,,
8.33E-05,0.000107623,2.87E-05,,,,
8.33E-05,0.000107623,3.18E-05,,,,
8.33E-05,0.000107623,3.43E-05,,,,
8.33E-05,0.000107623,3.57E-05,,,,
8.16E-05,5.56E-05,3.82E-05,,,,
8.16E-05,5.56E-05,4.00E-05,,,,
8.16E-05,5.56E-05,4.10E-05,,,,
8.16E-05,5.56E-05,4.14E-05,,,,
7.57E-05,5.15E-05,4.24E-05,,,,
7.57E-05,5.15E-05,4.33E-05,,,,
7.57E-05,5.15E-05,4.39E-05,,,,
7.57E-05,5.15E-05,4.41E-05,,,,
6.96E-05,4.80E-05,4.57E-05,,,,
6.96E-05,4.80E-05,4.74E-05,,,,
6.96E-05,4.80E-05,0.000048899,,,,
6.96E-05,4.80E-05,4.92E-05,,,,
6.41E-05,4.53E-05,0.000048905,,,,
6.41E-05,4.53E-05,4.83E-05,,,,
6.41E-05,4.53E-05,0.000047301,,,,
6.41E-05,4.53E-05,4.60E-05,,,,
5.97E-05,4.87E-05,4.43E-05,,,,
5.97E-05,4.87E-05,4.35E-05,,,,
5.97E-05,4.87E-05,4.28E-05,,,,
5.97E-05,4.87E-05,4.23E-05,,,,
5.77E-05,3.50E-05,4.14E-05,,,,
5.77E-05,3.50E-05,4.05E-05,,,,
5.77E-05,3.50E-05,4.01E-05,,,,
5.77E-05,3.50E-05,0.000040829,,,,
5.80E-05,2.61E-05,4.10E-05,,,,
5.80E-05,2.61E-05,4.00E-05,,,,
5.80E-05,2.61E-05,0.000039471,,,,
5.80E-05,2.61E-05,3.95E-05,,,,
6.09E-05,2.27E-05,3.94E-05,,,,
6.09E-05,2.27E-05,3.85E-05,,,,
6.09E-05,2.27E-05,4.29E-05,,,,
6.09E-05,2.27E-05,4.47E-05,,,,
6.44E-05,2.82E-05,4.66E-05,,,,
6.44E-05,2.82E-05,4.80E-05,,,,
6.44E-05,2.82E-05,4.88E-05,,,,
6.44E-05,2.82E-05,5.01E-05,,,,
6.62E-05,2.00E-05,5.12E-05,,,,
6.62E-05,2.00E-05,5.11E-05,,,,
6.62E-05,2.00E-05,5.00E-05,,,,
6.62E-05,2.00E-05,4.91E-05,,,,
6.52E-05,4.19E-05,0.000049059,,,,
6.52E-05,4.19E-05,4.79E-05,,,,
6.52E-05,4.19E-05,0.00004724,,,,
6.52E-05,4.19E-05,4.66E-05,,,,
6.20E-05,2.82E-05,4.58E-05,,,,
6.20E-05,2.82E-05,4.54E-05,,,,
6.20E-05,2.82E-05,4.48E-05,,,,
6.20E-05,2.82E-05,4.34E-05,,,,
5.57E-05,9.68E-06,4.20E-05,,,,
5.57E-05,9.68E-06,0.00004064,,,,
5.57E-05,9.68E-06,3.98E-05,,,,
5.57E-05,9.68E-06,3.95E-05,,,,
4.18E-05,1.24E-05,3.65E-05,,,,
4.18E-05,1.24E-05,3.43E-05,,,,
4.18E-05,1.24E-05,3.22E-05,,,,
4.18E-05,1.24E-05,3.01E-05,,,,
2.97E-05,6.25E-06,2.62E-05,,,,
2.97E-05,6.25E-06,2.40E-05,,,,
2.97E-05,6.25E-06,2.30E-05,,,,
2.97E-05,6.25E-06,2.11E-05,,,,
2.46E-05,2.83E-06,1.98E-05,,,,
2.46E-05,2.83E-06,1.79E-05,,,,
2.46E-05,2.83E-06,1.77E-05,,,,
2.46E-05,2.83E-06,1.69E-05,,,,
2.36E-05,2.14E-06,1.63E-05,,,,
2.36E-05,2.14E-06,1.65E-05,,,,
2.36E-05,2.14E-06,1.64E-05,,,,
2.36E-05,2.14E-06,1.68E-05,,,,
2.38E-05,2.14E-06,0.000016288,,,,
2.38E-05,2.14E-06,1.63E-05,,,,
2.38E-05,2.14E-06,1.62E-05,,,,
2.38E-05,2.14E-06,1.59E-05,,,,
2.50E-05,2.83E-06,1.55E-05,,,,
2.50E-05,2.83E-06,1.52E-05,,,,
2.50E-05,2.83E-06,1.46E-05,,,,
2.50E-05,2.83E-06,0.000014466,,,,
2.97E-05,4.88E-06,1.48E-05,,,,
2.97E-05,4.88E-06,1.51E-05,,,,
2.97E-05,4.88E-06,1.56E-05,,,,
2.97E-05,4.88E-06,1.55E-05,,,,
4.23E-05,6.94E-06,1.57E-05,,,,
4.23E-05,6.94E-06,1.56E-05,,,,
4.23E-05,6.94E-06,1.66E-05,,,,
4.23E-05,6.94E-06,1.72E-05,,,,
7.34E-05,1.24E-05,1.96E-05,,,,
7.34E-05,1.24E-05,2.15E-05,,,,
7.34E-05,1.24E-05,2.36E-05,,,,
7.34E-05,1.24E-05,0.00002599,,,,
8.18E-05,6.38E-05,2.75E-05,,,,
8.18E-05,6.38E-05,3.01E-05,,,,
8.18E-05,6.38E-05,3.26E-05,,,,
8.18E-05,6.38E-05,3.33E-05,,,,
7.54E-05,0.000107623,3.50E-05,,,,
7.54E-05,0.000107623,3.54E-05,,,,
7.54E-05,0.000107623,3.52E-05,,,,
7.54E-05,0.000107623,3.46E-05,,,,
6.87E-05,5.56E-05,3.54E-05,,,,
6.87E-05,5.56E-05,3.56E-05,,,,
6.87E-05,5.56E-05,3.52E-05,,,,
6.87E-05,5.56E-05,3.43E-05,,,,
6.34E-05,5.15E-05,3.47E-05,,,,
6.34E-05,5.15E-05,3.47E-05,,,,
6.34E-05,5.15E-05,3.48E-05,,,,
6.34E-05,5.15E-05,3.45E-05,,,,
5.99E-05,4.80E-05,0.000035456,,,,
5.99E-05,4.80E-05,3.68E-05,,,,
5.99E-05,4.80E-05,3.77E-05,,,,
5.99E-05,4.80E-05,3.72E-05,,,,
5.77E-05,4.53E-05,3.60E-05,,,,
5.77E-05,4.53E-05,3.47E-05,,,,
5.77E-05,4.53E-05,3.38E-05,,,,
5.77E-05,4.53E-05,3.30E-05,,,,
5.60E-05,4.87E-05,3.17E-05,,,,
5.60E-05,4.87E-05,3.13E-05,,,,
5.60E-05,4.87E-05,3.11E-05,,,,
5.60E-05,4.87E-05,3.12E-05,,,,
5.54E-05,3.50E-05,3.09E-05,,,,
5.54E-05,3.50E-05,3.04E-05,,,,
5.54E-05,3.50E-05,3.06E-05,,,,
5.54E-05,3.50E-05,3.18E-05,,,,
5.79E-05,2.61E-05,3.22E-05,,,,
5.79E-05,2.61E-05,3.18E-05,,,,
5.79E-05,2.61E-05,0.000031947,,,,
5.79E-05,2.61E-05,3.28E-05,,,,
6.58E-05,2.27E-05,3.37E-05,,,,
6.58E-05,2.27E-05,3.39E-05,,,,
6.58E-05,2.27E-05,3.94E-05,,,,
6.58E-05,2.27E-05,4.26E-05,,,,
7.18E-05,2.82E-05,4.53E-05,,,,
7.18E-05,2.82E-05,4.74E-05,,,,
7.18E-05,2.82E-05,4.86E-05,,,,
7.18E-05,2.82E-05,4.99E-05,,,,
7.24E-05,2.00E-05,5.12E-05,,,,
7.24E-05,2.00E-05,5.14E-05,,,,
7.24E-05,2.00E-05,5.07E-05,,,,
7.24E-05,2.00E-05,4.97E-05,,,,
7.11E-05,4.19E-05,4.93E-05,,,,
7.11E-05,4.19E-05,4.79E-05,,,,
7.11E-05,4.19E-05,4.70E-05,,,,
7.11E-05,4.19E-05,4.61E-05,,,,
6.68E-05,2.82E-05,4.46E-05,,,,
6.68E-05,2.82E-05,4.37E-05,,,,
6.68E-05,2.82E-05,4.31E-05,,,,
6.68E-05,2.82E-05,4.23E-05,,,,
5.85E-05,9.68E-06,4.10E-05,,,,
5.85E-05,9.68E-06,3.97E-05,,,,
5.85E-05,9.68E-06,3.89E-05,,,,
5.85E-05,9.68E-06,3.89E-05,,,,
4.26E-05,1.24E-05,3.66E-05,,,,
4.26E-05,1.24E-05,3.49E-05,,,,
4.26E-05,1.24E-05,3.28E-05,,,,
4.26E-05,1.24E-05,3.07E-05,,,,
3.02E-05,6.25E-06,2.70E-05,,,,
3.02E-05,6.25E-06,0.000024916,,,,
3.02E-05,6.25E-06,2.34E-05,,,,
3.02E-05,6.25E-06,2.15E-05,,,,
2.49E-05,2.83E-06,0.000020422,,,,
2.49E-05,2.83E-06,1.83E-05,,,,
2.49E-05,2.83E-06,1.81E-05,,,,
2.49E-05,2.83E-06,1.72E-05,,,,
2.40E-05,2.14E-06,0.000016499,,,,
2.40E-05,2.14E-06,1.67E-05,,,,
2.40E-05,2.14E-06,1.66E-05,,,,
2.40E-05,2.14E-06,1.69E-05,,,,
2.43E-05,2.14E-06,1.65E-05,,,,
2.43E-05,2.14E-06,1.64E-05,,,,
2.43E-05,2.14E-06,0.000016289,,,,
2.43E-05,2.14E-06,1.60E-05,,,,
2.56E-05,2.83E-06,1.55E-05,,,,
2.56E-05,2.83E-06,0.000015133,,,,
2.56E-05,2.83E-06,1.46E-05,,,,
2.56E-05,2.83E-06,1.45E-05,,,,
3.01E-05,4.88E-06,1.48E-05,,,,
3.01E-05,4.88E-06,1.51E-05,,,,
3.01E-05,4.88E-06,1.56E-05,,,,
3.01E-05,4.88E-06,1.56E-05,,,,
4.31E-05,6.94E-06,1.57E-05,,,,
4.31E-05,6.94E-06,1.57E-05,,,,
4.31E-05,6.94E-06,1.67E-05,,,,
4.31E-05,6.94E-06,1.73E-05,,,,
7.39E-05,1.24E-05,1.98E-05,,,,
7.39E-05,1.24E-05,0.000021558,,,,
7.39E-05,1.24E-05,2.38E-05,,,,
7.39E-05,1.24E-05,2.61E-05,,,,
8.23E-05,6.38E-05,0.00002752,,,,
8.23E-05,6.38E-05,3.00E-05,,,,
8.23E-05,6.38E-05,3.24E-05,,,,
8.23E-05,6.38E-05,3.31E-05,,,,
7.60E-05,0.000107623,3.47E-05,,,,
7.60E-05,0.000107623,3.49E-05,,,,
7.60E-05,0.000107623,3.45E-05,,,,
7.60E-05,0.000107623,3.37E-05,,,,
6.93E-05,5.56E-05,3.42E-05,,,,
6.93E-05,5.56E-05,3.45E-05,,,,
6.93E-05,5.56E-05,3.40E-05,,,,
6.93E-05,5.56E-05,3.31E-05,,,,
6.40E-05,5.15E-05,3.33E-05,,,,
6.40E-05,5.15E-05,3.32E-05,,,,
